author;author_type;link;city;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_m2;price;district;street;house_number;underground;residential_complex
Level Group;developer;https://www.cian.ru/sale/flat/294384326/;Москва;sale;flat;11;48;3;56.8;355876;20213760;Очаково-Матвеевское;;к7;Очаково;Левел Мичуринский ЖК
Виктория Миронова;realtor;https://www.cian.ru/sale/flat/294212741/;Москва;sale;flat;6;7;2;57.0;1017543;58000000;Тверской;Тверская ;8к1;Пушкинская;
Level Group;developer;https://www.cian.ru/sale/flat/293822282/;Москва;sale;flat;8;24;3;85.8;240356;20622588;Покровское-Стрешнево;проезд Проектируемый № 3959;;Тушинская;Апартаментный комплекс Level Стрешнево
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/293100672/;Москва;sale;flat;2;5;3;207.4;2144324;444733000;Тверской;Никольская ;10/2С2б;Лубянка;St. Nickolas
Forma;developer;https://www.cian.ru/sale/flat/292829886/;Москва;sale;flat;-1;-1;-1;202.0;139735;28226582;Щукино;Волоколамское шоссе;28;Стрешнево;Moments
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/292948751/;Москва;sale;flat;5;8;4;185.0;1351351;250000000;Пресненский;Большой Палашевский переулок;10;Пушкинская;Большой Палашевский 10
Компания Пионер;developer;https://www.cian.ru/sale/flat/294659872/;Москва;sale;flat;16;26;2;58.5;584286;34180731;Даниловский;;;Павелецкая;Хай Лайф ЖК
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/275261672/;Москва;sale;flat;7;10;3;121.0;1104839;133685550;Замоскворечье;Большая Татарская ;7к2;Новокузнецкая;Четыре солнца
Э.К. Девелопмент;developer;https://www.cian.ru/sale/flat/284540166/;Москва;sale;flat;15;25;3;90.7;402000;36461400;Хорошевский; Маргелова;3к2;Беговая;Авиатика
ID 61410788;unknown;https://www.cian.ru/sale/flat/291811503/;Москва;sale;flat;8;10;3;74.0;648513;47990000;Даниловский;Летниковская ;13;Павелецкая;MITTE
Пионер;developer;https://www.cian.ru/sale/flat/294179145/;Москва;sale;flat;9;11;3;105.0;359133;37709012;Москворечье-Сабурово;переулок 2-й Котляковский;вл1/1к5;Каширская;LIFE Варшавская
Prime;real_estate_agent;https://www.cian.ru/sale/flat/294090489/;Москва;sale;flat;13;15;3;136.2;770925;105000000;Раменки;Ломоносовский проспект;29к3;Ломоносовский проспект;Квартал Шуваловский
А101;developer;https://www.cian.ru/sale/flat/281686511/;Москва;sale;flat;12;12;3;60.8;257429;15651708;;;6к2;Филатов Луг;Прокшино ЖК
Дмитрий Максимов;realtor;https://www.cian.ru/sale/flat/284517307/;Москва;sale;flat;20;41;2;48.7;535000;26054500;Раменки;1-й Сетуньский проезд;вл8;Воробьёвы горы;Hide
Абсолют Недвижимость;developer;https://www.cian.ru/sale/flat/293669686/;Москва;sale;flat;7;17;3;86.7;222333;19276321;;;к3;Боровское шоссе;Переделкино Ближнее Город-парк
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/294032263/;Москва;sale;flat;2;23;4;148.6;604979;89900000;Фили-Давыдково;Давыдковская ;16;Славянский бульвар;
Level Group;developer;https://www.cian.ru/sale/flat/293822232/;Москва;sale;flat;15;26;3;65.6;487864;32003891;Нагатино-Садовники;Нагатинская набережная;;Нагатинская;Level Нагатинская
Monumental Group;real_estate_agent;https://www.cian.ru/sale/flat/293655213/;Москва;sale;flat;8;8;4;184.5;379403;70000000;Даниловский;2-й Павелецкий проезд;5С1;Тульская;RIVERDALE APARTMENTS
MR Group;developer;https://www.cian.ru/sale/flat/282209359/;Москва;sale;flat;24;57;2;63.79;524198;33438634;Филевский парк;;;Фили;Фили Сити ЖК
Славянский Двор Остоженка;real_estate_agent;https://www.cian.ru/sale/flat/293448196/;Москва;sale;flat;4;9;3;146.0;746575;109000000;Замоскворечье;Климентовский переулок;2;Новокузнецкая;
Главстрой;developer;https://www.cian.ru/sale/flat/291727784/;Москва;sale;flat;3;26;3;100.3;391050;39222315;Филевский парк;Береговой проезд;2;Фили;Береговой-2
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/292948086/;Москва;sale;flat;2;7;-1;298.0;395973;118000000;Раменки;Минская ;1А;Минская;Золотые Ключи 1
ЭЛИТА-ЭКО;developer;https://www.cian.ru/sale/flat/292406308/;Москва;sale;flat;2;14;2;51.27;824000;42246480;Дорогомилово;1-й Можайский тупик;8АС1;Киевская;D'ORO MILLE
Ашихмин и партнёры;real_estate_agent;https://www.cian.ru/sale/flat/283107207/;Москва;sale;flat;6;10;-1;550.9;834997;460000000;Хамовники;Еропкинский переулок;16/23;Парк Культуры;Еропкинский 16
GloraX;developer;https://www.cian.ru/sale/flat/293200096/;Москва;sale;flat;3;21;2;77.85;450096;35039999;Беговой; 1-я Ямского Поля;28С3;Белорусская;GloraX Premium Белорусская
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/287294637/;Москва;sale;flat;3;15;3;141.0;1269503;179000000;Хамовники;Малая Пироговская ;8;Спортивная;Barrin House
Стадион Спартак;developer;https://www.cian.ru/sale/flat/275396161/;Москва;sale;flat;11;22;2;101.3;525900;53273670;Покровское-Стрешнево;Северо-Западный ао;;Спартак;Клубный Город на Реке Примавера ЖК
САДОВЫЕ КВАРТАЛЫ. Офис продаж;real_estate_agent;https://www.cian.ru/sale/flat/293030353/;Москва;sale;flat;4;12;4;184.3;1117742;206000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
Capital Group;developer;https://www.cian.ru/sale/flat/287996188/;Москва;sale;flat;12;18;1;53.4;1063912;56812927;Дорогомилово;;;Киевская;Бадаевский ЖК
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/293141344/;Москва;sale;flat;4;6;4;120.8;438741;53000000;Басманный;Садовая-Черногрязская ;3БС1;Красные ворота;
Level Group;developer;https://www.cian.ru/sale/flat/294383985/;Москва;sale;flat;10;19;3;93.9;612518;57515447;Академический;Профсоюзная ;2/22;Академическая;Level Академическая
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/285032815/;Москва;sale;flat;4;12;-1;298.93;2508948;750000000;Хамовники;Трубецкая ;10;Фрунзенская;Дом на Трубецкой
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/289786683/;Москва;sale;flat;6;20;3;84.1;304500;25608450;Головинский;Михалковская ;48С8;Коптево;Михалковский
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/235552874/;Москва;sale;flat;15;53;4;162.8;614250;100000000;Раменки;Мосфильмовская ;8;Парк Победы;Дом на Мосфильмовской
MR Group;developer;https://www.cian.ru/sale/flat/294834251/;Москва;sale;flat;9;30;3;78.9;323999;25563570;Южнопортовый;Волгоградский проспект;32/5к3;Угрешская;Метрополия
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/293886461/;Москва;sale;flat;7;7;5;150.0;446000;66900000;Марьина роща;1-я Ямская ;4;Марьина Роща;Премиум-квартал JAZZ
РГ-Девелопмент;developer;https://www.cian.ru/sale/flat/293141479/;Москва;sale;flat;24;25;3;75.2;353700;26598240;Щукино; Берзарина;32к3.2;Октябрьское поле;Октябрьское поле
Apple Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/268914735/;Москва;sale;flat;3;5;-1;189.0;470899;89000000;Тверской; Большая Дмитровка;20С2;Пушкинская;
ФСК;developer;https://www.cian.ru/sale/flat/271319286/;Москва;sale;flat;23;27;2;53.5;506602;27103250;Хорошевский; Зорге;9к2;Зорге;Рихард
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/286676929/;Москва;sale;flat;4;8;5;253.8;1851851;470000000;Тверской;переулок Брюсов;19;Тверская;Брюсов 19
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/276864761/;Москва;sale;flat;2;6;4;165.7;687990;114000000;Арбат;переулок Плотников;43/27;Смоленская;
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/250601502/;Москва;sale;flat;4;7;4;121.0;1074380;130000000;Пресненский;Тверской бульвар;19;Тверская;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295035055/;Москва;sale;flat;7;11;4;203.0;689655;140000000;Аэропорт;Ленинградский проспект;36с31;Петровский Парк;ВТБ Арена парк
NIKA ESTATE;real_estate_agent;https://www.cian.ru/sale/flat/292977952/;Москва;sale;flat;7;14;3;95.0;1526315;145000000;Хамовники; Усачева;15А;Спортивная;Садовые кварталы
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/295005061/;Москва;sale;flat;5;58;3;67.0;514910;34499000;Тимирязевский;Дмитровский проезд;1;Дмитровская;D1
Contact Real Estate;real_estate_agent;https://www.cian.ru/sale/flat/272037601/;Москва;sale;flat;14;20;3;94.0;563829;53000000;Беговой;Бумажный проезд;4;Белорусская;Клубный дом SOHO+NOHO
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/294691426/;Москва;sale;flat;2;3;2;46.3;1187688;54990000;Басманный; Маросейка;11/4С1;Китай-город;
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/295199351/;Москва;sale;flat;16;20;3;95.0;936842;89000000;Пресненский;Мантулинская ;9к2;Деловой центр;City Park
BELFORT;real_estate_agent;https://www.cian.ru/sale/flat/293503076/;Москва;sale;flat;7;11;4;203.1;689315;140000000;Аэропорт;Ленинградский проспект;36с31;Динамо;ВТБ Арена парк
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/286375846/;Москва;sale;flat;12;14;3;227.0;748898;170000000;Тверской;Газетный переулок;13;Охотный ряд;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/292408704/;Москва;sale;flat;2;7;3;151.3;1916721;290000000;Хамовники; Плющиха;37;Киевская;Клубный дом Bunin
ID 17752250;unknown;https://www.cian.ru/sale/flat/294967137/;Москва;sale;flat;9;17;2;54.0;288888;15600000;Тропарево-Никулино;Никулинская ;15К2;Озёрная;
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/295065192/;Москва;sale;flat;31;59;2;58.0;474137;27500000;Тимирязевский;Дмитровский проезд;1;Дмитровская;D1
СЕДЬМОЕ НЕБО;real_estate_agent;https://www.cian.ru/sale/flat/294516479/;Москва;sale;flat;15;59;2;57.0;508771;29000000;Тимирязевский;Дмитровский проезд;1;Дмитровская;D1
Whitewill;real_estate_agent;https://www.cian.ru/sale/flat/290287258/;Москва;sale;flat;3;3;2;51.1;1076125;54990000;Басманный; Маросейка;11/4С1;Китай-город;
NF Group - ex-Knight Frank Russia;real_estate_agent;https://www.cian.ru/sale/flat/288895889/;Москва;sale;flat;2;19;3;99.0;575757;57000000;Хорошево-Мневники;Шелепихинская набережная;34к2зд2;Шелепиха;Сердце Столицы
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/289193719/;Москва;sale;flat;16;20;2;67.0;1082089;72500000;Пресненский;Мантулинская ;9к2;Тестовская;City Park
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/294780668/;Москва;sale;flat;15;20;3;65.2;1196319;78000000;Пресненский;Мантулинская ;9к6;Тестовская;City Park
Kalinka Group;real_estate_agent;https://www.cian.ru/sale/flat/293301828/;Москва;sale;flat;13;13;3;149.0;670805;99950000;Тверской;Газетный переулок;13;Охотный ряд;
Rublevsky;real_estate_agent;https://www.cian.ru/sale/flat/291959516/;Москва;sale;flat;17;20;5;171.6;611888;105000000;Хорошево-Мневники;Шелепихинская набережная;34к2;Шелепиха;Сердце Столицы
PEOPLE;real_estate_agent;https://www.cian.ru/sale/flat/286203762/;Москва;sale;flat;18;21;5;190.0;802631;152500000;Пресненский;Мантулинская ;9к6;Тестовская;City Park
Istudio;real_estate_agent;https://www.cian.ru/sale/flat/290072661/;Москва;sale;flat;3;10;4;180.0;1027777;185000000;Раменки;Минская ;2Вк1;Минская;Снегири Эко
